SMS,label,if_URL,if_phone,if_email
"KFC is organize your order, to be delivered between 12:50 PM and 1:00 promethium. Track your food online or with the Grubhub app grubhub.app.link"sms",legitimate,1,0,0
Actually i blue-pencil my old website..now i m blogging at magicalsongs.blogspot.com,legitimate,1,0,0
"reappearance Request take: Your return request for boAt Ba... from your order with ordinate ID OD222900438837406000 has been accepted by the seller. A Wishmaster will choice up the originally save item by Sat, Sep 25, 2021. The refund will be initiated within 1 business day of the pick up. Please keep the item in the product box along with accessories & tags ready for pickup. Please discipline your email for important details to ensure a successful pickup.",legitimate,0,0,0
Hey Dan! Thanks so much for signing up to FireText. Here's a handy picture on how it works: http:"fts.MiB"1D1gpz Cheers :),legitimate,1,0,0
"Thank You for using McDelivery Service, your One Time Password is 5005. This parole expires in 30 minutes.",legitimate,0,0,0
We hope you love your meal from KFC Janakpuri (W). We would like to hear about your experience. Please exit your feedback at https:"tinyurl.com"2p96khfd,legitimate,1,0,0
realize you in 2 hours! Happy Customer Advisory's webinaron customer service 101 startsat 1 pm ET. juncture here: zoom.com"meeting"1372y424y,legitimate,1,0,0
Thanks for your recent visit at KFC IBC Surat. Please partake your feedback at https:"tinyurl.com"mtmacsa3 & avail 10% discount on next visit. triiodothyronine&C,legitimate,1,0,0
"near Customer, enrollment for Google Pay has started for ICICI Bank. If it was not you, report to your bank. Do not share card details"OTP"CVV with anyone.",legitimate,0,0,0
"Dear Customer, address MCWA00020056002 for Cash withdrawal of Rs 15000 from Account 370505000344 is initiated through ICICI Bank INSTA Banking. Please quote this citation number to the Cash Teller.",legitimate,0,0,0
"Dear Customer, your ICICI Bank FASTag can now be secondhand for fuel payments at HPCL and IOCL fuel outlets. Details at bit.ly"3BOJRVr . T&C employ.",legitimate,1,0,0
"Alert: Beware of fraudsters sending SMS refer your SIM stop"suspension"KYC"Document verification pending. DO NOT birdcall BACK as they may ask you to download Apps to access your mobile phone and may beget secret information including OTP.Do not respond to SMS from unknown numbers, asking for such information other than from our official SMS ID- ViCARE.avoid falling victim to such frauds, block these numbers and cover to https:"cybercrime.gov.in",legitimate,1,0,0
"Recharge of Rs. 15.0 is successful for your Jio number 6301310497. Entitlement: Benefits: Unlimited Data (1GB high-pitched Speed Data, thereafter unlimited at 64Kbps). Validity: free-base Plans validity Transaction ID: 30002113582586 To panorama detail of your current and upcoming plan, click https:"www.jio.com"dl"my_plans",legitimate,1,0,0
"50% Daily Data quota victimised as on 02-May-22 01:07. Jio Number : 6280368198 Daily Data quota as per program : 1.50 Gbit To live more on how to manage your account through MyJio app, click https:"youtu.be"tchuJvIv_9I Dial 1991, to know your current balance, validity, plan details and for agitate recharge plans.",legitimate,1,0,0
For security reasons do not portion this OTP with anyone - Team Acko. @www.acko.com #7282,legitimate,1,0,0
"Dear Customer, payment of Rs 179.00 for Amazon for Standing statement VsnLR2EGj2 could not be processed successfully on your ICICI Bank Debit poster 8578. You can manage your Standing Instructions by visiting www.icicibank.com-Cards-Debit Cards-Standing didactics & Recurring Charges-Manage fend Instructions.",legitimate,1,0,0
"Chase: You successfully validated your device and contract in. Call us, chatter chase.com or use the app to manage your devices.",legitimate,0,0,0
Welcome to Chase | Zelle(R). Reply HELP for help Message & data rank may apply Message frequency varies by account,legitimate,0,0,0
"Sorry, your Walmart delivery is delayed. It's now estimated to arrive Wed, August 21. runway: https:"w-mt.co"g"cfEyvB. Reply HELP for info; STOP to opt out",legitimate,1,0,0
Walmart: enceinte Value Low Sodium Ve... arrives by 7:50pm today. raceway: https:"w-mt.co"g"cY926E Reply HELP for info; STOP to opt out,legitimate,1,0,0
Walmart: neat Value downcast Sodium Ve... is arriving soon. We'll leave the order at your door. Reply HELP for info; STOP to opt out,legitimate,0,0,0
Walmart: Great news! Your Great Value crushed Sodium Ve... arrived. View: https:"w-mt.co"g-force"cYxCd6 Reply HELP for info; STOP to opt out,legitimate,1,0,0
Walmart: crown Doorway Chin Up Bar shipped. course: https:"w-mt.co"g"cYetg5 Reply HELP for info; STOP to opt out,legitimate,1,0,0
Walmart: TAQU Waterproof 7 Suction... shipped. runway: https:"w-mt.co"g"cgpT0H Reply HELP for info; point to opt out,legitimate,1,0,0
Walmart: Tyr Solid Latex Swim crown shipped. Track: https:"w-mt.co"g"cYILk0 answer HELP for info; STOP to opt out,legitimate,1,0,0
"Great news! You have 2 Walmart packages out for delivery, and they should arrive today. tail: https:"w-mt.co"g"cZc7NG. Reply HELP for info; end to opt out",legitimate,1,0,0
Walmart: Your TAQU Waterproof 7 Suction... should arrive today. Track: https:"w-mt.co"guanine"cjLCew Reply HELP for info; hitch to opt out,legitimate,1,0,0
Need to ready up data and picture messaging? We will be sending you a message with instruction shortly. Or check out bit.ly"mintapn at anytime.,legitimate,1,0,0
Mint Mobile: Looks like someone strain to access your account from a device or location we don't recognize. We want to name sure it's really you and have immobilise this attempt. Reply INFO to learn more. Reply ALLOW to addition access to your account. Reply BLOCK to substantiate this wasn't you.,legitimate,0,0,0
Mint Mobile: Welcome to the first month of the no bill chill life-time. Last month you used 46.0 GB of your unlimited plan. curb your data employment at anytime on the Mint app bit.ly"unlimintedapp,legitimate,1,0,0
"Mint Mobile: It’s never too other to lock in more savings. similar right now. You're currently on a 3-Month, Unlimited plan but can save $120"yr on a 12-month plan. mystify your early renew on: https:"m.mintmobile.com"plan Reply occlusive to opt out of promotional offers.",legitimate,1,0,0
It's the lowest month of your strike 3 Month Unlimited plan. How time flies. Log into your account at my.mintmobile.com or usage our app to renew your plan.,legitimate,1,0,0
"Your Mint 3-Month, inexhaustible plan pass in 2 days. Log into your account at my.mintmobile.com or via our app to make a payment and keep your Mint service sledding.",legitimate,1,0,0
Your Amazon web Services (AWS) verification code is: 8250,legitimate,0,0,0
Chase | Zelle(R): XIYU WANG sent you $20.00 & it's ready now. Reply blockage to cancel these texts.,legitimate,0,0,0
"We like your elan. $75 has now been added to your invoice. It will be automatically applied to your next renewal on Oct 11, 2024.",legitimate,0,0,0
Company is very good.environment is marvelous. All Good..,legitimate,0,0,0
"LOL .. *grins* .. I'm not babe, but thanks for recollect of me!",legitimate,0,0,0
I'm working technical accompaniment :)voice process.networking field.,legitimate,0,0,0
Jay's getting really impatient and fighter,legitimate,0,0,0
"Great news! You have 2 Walmart packages out for delivery, and they should arrive today. chase: https:"w-mt.co"M"cZc7NG. Reply HELP for info; STOP to opt out",legitimate,1,0,0
"We're all obtain worried over here, derek and taylor have already assumed the worst",legitimate,0,0,0
It's ok i wun b angry. Msg u aft i come domicile tonight.,legitimate,0,0,0
And protrude &lt;#&gt; ibuprofens was no help.,legitimate,0,0,0
HI DARLIN ITS KATE ARE U UP FOR DOIN SOMETHIN TONIGHT? IM GOING TO A PUB CALLED THE SWAN OR SOMETHING WITH MY PARENTS FOR unity DRINK SO earpiece ME IF U butt,legitimate,0,0,0
This pen thing is beyond a joke. habit a Biro do? Don't do a captain as can't do this ever again!,legitimate,0,0,0
"Hello.How u doing?What u been up 2?When will u b proceed out of the flat, cos I will motive to arrange to pick up the lamp, etc. charter care. Hello caroline!",legitimate,0,0,0
"Ah, advantageously that confuses things, doesn‘t it?",legitimate,0,0,0
fine darlin i supose it was ok i just worry too much.i have to do some film overgorge my fellow and then have to babysit again! But you can call me there.xx,legitimate,0,0,0
I'm in office now . I will telephone you &lt;#&gt; min:),legitimate,0,0,0
The barrage is for mr adewale my uncle. Aka Egbon,legitimate,0,0,0
Have you always been expression welp?,legitimate,0,0,0
How many licks does it charter to get to the center of a tootsie pop?,legitimate,0,0,0
Not directly behind... Abt 4 rows prat ü...,legitimate,0,0,0
"Honeybee Said: *I'm d Sweetest in d World* God Laughed &amp; Said: *Wait,U Havnt fill d Person Reading This Msg* MORAL: Even GOD tin snap Jokes! GM+GN+GE+GN:)",legitimate,0,0,0
X2 &lt;#&gt; . Are you going to flummox that,legitimate,0,0,0
"Height of Confidence: All the Aeronautics professors were askd 2 seat in an aeroplane. Aftr they Sabbatum they wer told dat the plane ws defecate by their students. Dey all hurried out of d sheet.. Bt only 1 didnt move... He said:""if it is made by my students,this wont even start........ That is confidence..",legitimate,0,0,['0']
No message..no response..what happend? Any payoff?,legitimate,0,0,0
I sent them. execute you like?,legitimate,0,0,0
"Nah man, my car is meant to be crammed good of people",legitimate,0,0,0
My drive can only be read. I need to compose,legitimate,0,0,0
fare you want bold 2 or bb torch,legitimate,0,0,0
I like to think there's e'er the possibility of being in a pub later.,legitimate,0,0,0
Yup n her fren lor. I'm see my fren at 730.,legitimate,0,0,0
For real tho this sucks. I can't even cook my hale electricity is out. And I'm hungry.,legitimate,0,0,0
Loosu crack to hospital. De dont let it careless.,legitimate,0,0,0
"When I was Born, GOD said, ""Oh No! Another IDIOT"". When you were born,GOD said,"OH No! COMPETITION"". Who knew,one day these two will become FREINDS FOREVER!",legitimate,['0', '0', '0']
address me when u're done...,legitimate,0,0,0
The Xmas story is peace.. The Xmas msg is beloved.. The Xmas miracle is Redeemer.. Hav a blessed month ahead &amp; wish U Merry Xmas...,legitimate,0,0,0
"newly Theory: Argument wins d SITUATION, but loses the PERSON. So dont argue with ur loved ones?",legitimate,0,0,0
"Oops iodine did have it, &lt;#&gt; ?",legitimate,0,0,0
Heart is empty without love.. Mind is abandon without wisdom.. Eyes r empty without dreams.. sprightliness is empty without frnds..,legitimate,0,0,0
Buzzzz! *grins* manage I buzz your behind? Buzz your chest ? Buzz your cock ? Where do you keep your phone ? Is the vibrator on ? Did you feel it shake ?,legitimate,0,0,0
i cant talk to you now.i will call when i can.dont keep shout.,legitimate,0,0,0
Hi darlin i cantdo anythingtomorrow as myparents aretaking me outfor a meal. when are u unloose? Katexxx,legitimate,0,0,0
iodin dont. Can you send it to me. Plus how's mode.,legitimate,0,0,0
So lets wee it saturday or monday as per convenience.,legitimate,0,0,0
I wanted to need ü to hold 4 me to finish lect. Cos my lect finishes in an hour anyway.,legitimate,0,0,0
We are both amercement. Thanks,legitimate,0,0,0
Lol no. Just trying to work your day a little more interesting,legitimate,0,0,0
Well there's not a mass of things happening in Lindsay on New years *sighs* Some bars in Ptbo and the drab heron has something going,legitimate,0,0,0
:-) yeah! Lol. Luckily i didn't have a prima role like you!,legitimate,0,0,0
You've always been the brainy I.,legitimate,0,0,0
Then dun wear denim lor...,legitimate,0,0,0
What does the saltation river do?,legitimate,0,0,0
Oops my phone died and I didn't even live. Yeah I like it better.,legitimate,0,0,0
I will be gentle princess! We will do sweet gentle love...,legitimate,0,0,0
Poor girl can't go unitary day lmao,legitimate,0,0,0
One low prestige problem now.,legitimate,0,0,0
"K.. I yan jiu liao... Sat we can depart 4 bugis vill one frm 10 to III den hop to parco 4 nb. Sun can endure cine frm 1030 to 2, den hop to orc mrt quaternity hip hop at 4...",legitimate,0,0,0
I‘m parked next to a MINI!!!! When are you upcoming in today do you think?,legitimate,0,0,0
A guy who gets apply but is too dumb to realize it.,legitimate,0,0,0
Was just about to ask. Will keep this nonpareil. Maybe that's why you didn't vex all the messages we sent you on glo,legitimate,0,0,0
"I can. But it will tell quite long, cos i haven't finis my film yet...",legitimate,0,0,0
Need a coffee flow tomo?Can't believe it's that time of week already,legitimate,0,0,0
dearly where you will be when i reach there,legitimate,0,0,0
"Sir, hope your Day is rifle smoothly. i actually hop i wont have to bother you about this. I have some bills that i can't settle this month. single am out of all extra cash. I know this is a challenging time for you also but i have to let you know.",legitimate,0,0,0
Hi i won't b ard 4 christmas. But do love n merry x'mas.,legitimate,0,0,0
"K, wen ur free get to my home and also tel vikky i hav sent mail to him also.. intimately come evening il be free today aftr 6pm..:-)",legitimate,0,0,0
No i'm not gonna be able to. || too former notice. || i'll be national in a few weeks anyway. || what are the plans,legitimate,0,0,0
1 keep ten rs in my shelf:) buy two egg.,legitimate,0,0,0
Hey i will be tardy... i'm at amk. Need to drink tea or coffee,legitimate,0,0,0
"By the way, make sure u get train to worc foregate street not shrub hill. Have sport night x",legitimate,0,0,0
Where in abj are you serving. Are you staying with daddy or alone.,legitimate,0,0,0
In xam residence boy take girl Tell me the starting term for Dis answer I can den manage on my own After lot of hesitation n lookin around silently she said THE! intha ponnungale ipaditan;),legitimate,0,0,0
Ugh my pegleg hurts. Musta overdid it on mon.,legitimate,0,0,0
Now got tv 2 observe meh? U no work today?,legitimate,0,0,0
Hey. For me there is no leave-taking on friday. Wait i will ask my superior and tell you..,legitimate,0,0,0
Have a safe trip to Nigeria. Wish you happiness and very soon company to ploughshare moments with,legitimate,0,0,0
"You are always putting your business out there. You put characterization of your ass on facebook. You are peerless of the most open people i've ever assemble. Why would i think a picture of your room would hurt you, pee you feel violated.",legitimate,0,0,0
Alright i have a fresh goal now,legitimate,0,0,0
Walmart: TAQU Waterproof 7 Suction... shipped. Track: https:"w-mt.co"g"cgpT0H Reply facilitate for info; occlusive to opt out,legitimate,1,0,0
Good eventide! How are you?,legitimate,0,0,0
That's ok. I popped in to take bout something and she said you'd been in. live you around tonght wen this girl comes?,legitimate,0,0,0
"So anyways, you can just spell to your gym or whatever, my love *smiles* I hope your ok and having a well day sister ... I miss you so much already",legitimate,0,0,0
"I've experience &lt;#&gt; , any way I could pick up?",legitimate,0,0,0
Rajni....pls do me a favour. Pls fetch my Birthday wishes to Nitya.,legitimate,0,0,0
Much undecomposed now thanks lol,legitimate,0,0,0
Oh oh... Den muz change plan liao... decease back have to yan jiu again...,legitimate,0,0,0
"I'm back, lemme bonk when you're ready",legitimate,0,0,0
Already one guy love you:-.,legitimate,0,0,0
Uncle boye. I ask movies oh. pass me. Plus you know torrents are not particularly legal here. And the system is slowing down. What should i do. cause a gr8 day. Plus have you begin cos i dont meet you online. How was the honey moon.,legitimate,0,0,0
Actually pose ready to leave the house.,legitimate,0,0,0
Lol where do u do up with these ideas?,legitimate,0,0,0
Sorry completely forgot * will pop em round this week if your tranquilize here?,legitimate,0,0,0
"Er yeah, i will b there at 15:XXVI, sorry! simply tell me which pub"cafe to sit in and come wen u can",legitimate,0,0,0
55 that's all? think that's easy enough,legitimate,0,0,0
I love to cuddle! I want to obtain you in my strong arms right now...,legitimate,0,0,0
Nice line aver by a broken heart- Plz don't cum 1 more times infront of me... Other wise once again ane ll trust U... Good 9t:),legitimate,0,0,0
Waiting 4 my tv show 2 depart lor... U leh still busy doing ur report?,legitimate,0,0,0
I have it before the new year cos yetunde said she precious to surprise you with it but when i didnt see money i render it mid january before the &lt;#&gt; day return period ended.,legitimate,0,0,0
I like Orcus sweater fr mango but no more my size already so irritating.,legitimate,0,0,0
"He will, you guys nigh?",legitimate,0,0,0
iodine have no idea where you are,legitimate,0,0,0
knock & spile at seven. * Is that pub on gas st off broad st by canal. Ok?,legitimate,0,0,0
Today i'm not workin but not exempt oso... Gee... Thgt u workin at ur fren's shop ?,legitimate,0,0,0
Rightio. 11.48 it is then. Well arent we all up bright and early this dayspring.,legitimate,0,0,0
"disconsolate, I'll call later..lets meet later..",legitimate,0,0,0
glad birthday... Wish u all the happiness in your life,legitimate,0,0,0
Ok lor thanx... Ü in civilise?,legitimate,0,0,0
opine he wants alone time. We could just show up and watch when they do..,legitimate,0,0,0
entirely day working day:)except saturday and sunday..,legitimate,0,0,0
ace dont want to hear anything,legitimate,0,0,0
"Aight, text me tonight and we'll attend what's up",legitimate,0,0,0
"Aight, we'll point out in a few",legitimate,0,0,0
Double eviction this week - Spiral and Michael and proficient riddance to them!,legitimate,0,0,0
Ok no problem... Yup i'm going to sch at quadruplet if i rem correctly...,legitimate,0,0,0
Kindly send some unrivalled to our flat before &lt;DECIMAL&gt; today.,legitimate,0,0,0
"Hello, my hump. What are you doing? Did you get to that audience today? Are you you happy? Are you being a good boy? Do you think of me?are you missing me ?",legitimate,0,0,0
Your WhatsApp code: 957-128 You can also exploit on this link to verify your phone: quintet.whatsapp.com"957128 Don't share this code with others,legitimate,1,0,0
care you and your family HAPPY NEW Year ..,legitimate,0,0,0
"Hey... Thk we juz live accordin to wat we discussed yest lor, except no kb on sun... Cos there's nt much lesson to offer if we attend kb on model...",legitimate,0,0,0
Haha i remember i did too,legitimate,0,0,0
All done? wholly handed in? Celebrations in full swing yet?,legitimate,0,0,0
Pls call me DA. What happen.,legitimate,0,0,0
But if she.s drinkin i'm alright.,legitimate,0,0,0
Friendship poem: Dear O Dear U R Not Near But I Can Hear Dont Get Fear Live With Cheer No More tear U R Always my Dear. skilful MORNING,legitimate,0,0,0
"Goodmorning, today i am recently for 2hrs. Because of back pain.",legitimate,0,0,0
PLEASSSSSSSEEEEEE TEL ME quintuplet AVENT DONE SPORTSx,legitimate,0,0,0
I dont have that much simulacrum in class.,legitimate,0,0,0
"institutionalize ur birthdate with month and year, ace will tel u ur LIFE PARTNER'S name. and the method of calculation. Reply must.",legitimate,0,0,0
"TODAY is disconsolate day.! If ever i was angry with you, if ever i misbehaved or hurt you? plz plz just SLAP URSELF Bcoz, Its ur fault, I'm basically well",legitimate,0,0,0
How abt shit some of the pics bigger?,legitimate,0,0,0
sense Yourself That You Are Always Happy.. Slowly It Becomes Your Habit &amp; Finally It Becomes Part Of Your Life.. Follow It.. Happy Morning &amp; Have angstrom Happy Day:),legitimate,0,0,0
I dont have i shall buy one heartfelt,legitimate,0,0,0
"V-aluable. A-ffectionate. L-oveable. E-ternal. N-oble. T-ruthful. I-ntimate. N-atural. E-namous. Happy ""VALENTINES DAY"" in feeler",legitimate,0,0,0
All son made fun of me today. hunky-dory i have no problem. I just sent one message just for fun,legitimate,0,0,0
Msg me when rajini derive.,legitimate,0,0,0
unity in cbe. 2 in chennai.,legitimate,0,0,0
Hey hun-onbus goin 2 satisfy him. He wants 2go out 4a meal but I donyt feel like it cuz have 2 get last bus plate!But hes sweet latelyxxx,legitimate,0,0,0
If you r @ base then come down within 5 min,legitimate,0,0,0
No:-)i got rumour that you blend to buy apartment in chennai:-),legitimate,0,0,0
Ok. But i destination at 6.,legitimate,0,0,0
Go where northward buy? Juz buy when we get there lar.,legitimate,0,0,0
Aiyo please ü get time meh.,legitimate,0,0,0
U calling me right? shout my hand phone...,legitimate,0,0,0
Just number home. I don't want u to be miserable,legitimate,0,0,0
Whos this am in separate:-),legitimate,0,0,0
What bechance to you ? How come you never came back?,legitimate,0,0,0
"that would be good ?I'll ring you tomo lunchtime, shall I, to organise something?",legitimate,0,0,0
Where do you necessitate to go to get it?,legitimate,0,0,0
You escort the requirements please,legitimate,0,0,0
"I guess that's why you re worried. You must know that there's a path the body repairs itself. And i'm quite sure you shouldn't worry. We'll acquire it slow. First the tests, they will guide when your ovulation is then just relax. cipher you've said is a grounds to concern but i.ll keep on followin you up.",legitimate,0,0,0
"Dear John, please rememberto counter your hire itemswithin 2 hours. Please fill out this soma if youhave any feedback: bit.ly!Feedb951 Thank you for renting with us! -The Rental Company",legitimate,1,0,0
iodin am not having her number sir,legitimate,0,0,0
Great! How is the function today?,legitimate,0,0,0
Also where's the slice,legitimate,0,0,0
Do you solve all this week ?,legitimate,0,0,0
Dun need to exercise dial up juz open da browser n surf...,legitimate,0,0,0
delight urself tmr...,legitimate,0,0,0
K:)G.are you in college?,legitimate,0,0,0
"amend than bb. If he wont use it, his wife will or them doctor",legitimate,0,0,0
"single haven't forgotten you, i might have a couple bucks to send you tomorrow, k? I love ya too",legitimate,0,0,0
Miserable. They don't tell u that the side effects of birth control are massive gut wrenching cramps for the low 2 months. I didn't sleep at all lastly night.,legitimate,0,0,0
Hmmm.but you should devote it on one day..,legitimate,0,0,0
hardly wait till end of march when el nino gets himself. Oh.,legitimate,0,0,0
"Good afternoon, babe. How goes that day ? Any job prospects yet ? I overleap you, my love ... *sighs* ... :-(",legitimate,0,0,0
Thats coolheaded princess!,legitimate,0,0,0
"Yes..but they pronounce its IT.,",legitimate,0,0,0
practiced morning pookie pie! Lol hope I didn't wake u up,legitimate,0,0,0
EY! CALM DOWNON THEACUSATIONS.. ITXT U COS IWANA KNOW WOTU R DOIN AT THEW"END... HAVENTCN U IN AGES..reverberate ME IF UR UP4 NETHING SAT.passion J XXX.,legitimate,0,0,0
That seem unnecessarily affectionate,legitimate,0,0,0
About &lt;#&gt; bucks. The banks fees are fasten. Better to call the bank and find out.,legitimate,0,0,0
"I'll bewilder there at 3, unless you guys want me to come some time sooner",legitimate,0,0,0
He also hump about lunch menu only da. . I know,legitimate,0,0,0
"Open rebtel with firefox. When it loads just put plus foretoken in the user name place, and it will show you two numbers. The lower number is my count. Once you pick that number the pin will presentation okay!",legitimate,0,0,0
Prabha..i'm soryda..realy..frm nub i'm sory,legitimate,0,0,0
"Whats that coming over the hill..... Is it a monster! Hope you have a great day. affair r going fine here, fussy though!",legitimate,0,0,0
"Omw stake to tampa from west palm, you hear what happened?",legitimate,0,0,0
"Good! No, don‘t motivation any receipts—well done! (? Yes, please tell . What‘s her number, i could skirt her",legitimate,0,0,0
Just re read it and I have no shame but tell me how he takes it and if he discharge I will blame u 4 ever!! Not really four ever just a tenacious time,legitimate,0,0,0
I thk ü gotta function home by urself. Cos i'll b going out shopping 4 my frens present.,legitimate,0,0,0
if you aren't here in the next &lt;#&gt; hours imma flip my dogshit,legitimate,0,0,0
"Fyi I'm rent a quick shower, be at epsilon in like &lt;#&gt; min",legitimate,0,0,0
Talk With Yourself Atleast Once In adenine Day...!!! Otherwise You Will miss Your Best FRIEND In This WORLD...!!! -Shakespeare- SHESIL &lt;#&gt;,legitimate,0,0,0
Pls accept me for nonpareil day. Or am begging you change the number.,legitimate,0,0,0
Its &lt;#&gt; jet here oh. Should i send home for sale.,legitimate,0,0,0
WE REGRET TO INFORM U THAT THE NHS HAS have A MISTAKE.U WERE NEVER ACTUALLY gestate.PLEASE paper 2 YOR LOCAL HOSPITAL 2B TERMINATED.WE R SORRY 4 THE INCONVENIENCE,legitimate,0,0,0
"A boy was previous 2 home. His father: ""WELCOME""",legitimate,0,0,0
I will come with karnan car. please wait till 6pm will directly goto doctor.,legitimate,0,0,0
"By march ending, i should be cook. But will address you for sure. The problem is that my capital never complete. How far with you. How's study and the ladies",legitimate,0,0,0
2mro i am not fare to gym machan. Goodnight.,legitimate,0,0,0
"Hello, hello, hi lou sorry it withdraw so long 2 reply- I entrust mobile at friends in Lancaster, just got it bak Neway im sorry I couldnt do ur bday 2 hun!",legitimate,0,0,0
I've strive home finally...,legitimate,0,0,0
once free call me sir.,legitimate,0,0,0
U r too much penny-pinching to my heart. If u fit away i will be shattered. Plz stay with me.,legitimate,0,0,0
2 laptop... I noe infra but too ho-hum lar... I wan fast one,legitimate,0,0,0
I dunno until when... countenance go learn pilates...,legitimate,0,0,0
"If we hit it off, you can relocation in with me :)",legitimate,0,0,0
Good morning princess! Have a peachy day!,legitimate,0,0,0
Hi im having the most relaxing time ever! we have to incur up at 7am every day! was the party dear the other night? I capture home tomorrow at 5ish.,legitimate,0,0,0
1 tagged MY friends that you seemed to count as YOUR friends.,legitimate,0,0,0
"Although i told U dat i'm into baig brass watches now but i really like e watch u gave cos it's fr u. Thanx 4 everything dat u've done today, i'm moved...",legitimate,0,0,0
Misplaced your number and was transport texts to your old number. Wondering why i've not heard from you this year. All the best in your mcat. start this number from my atlanta acquaintance,legitimate,0,0,0
I'm not sure if its however available though,legitimate,0,0,0
Reason is if the team budget is available at last they buy the unsold players for at al-Qa'ida rate..,legitimate,0,0,0
Xy nerve-racking smth now. U eat already? We havent...,legitimate,0,0,0
beau ive been seeing a lotta corvettes lately,legitimate,0,0,0
If you have belive me. total to my home.,legitimate,0,0,0
"stick ur mail Dileep.thank you so muchand bet forward to lots of underpin...very less contacts here,remember one venugopal you mentioned.tomorrow if not late,i shall try to come up till there.goodnight dear.",legitimate,0,0,0
Ok ok pack care. I can understand.,legitimate,0,0,0
I cant pick the phone right now. Call belated,legitimate,0,0,0
OK lor wat time ü finish?,legitimate,0,0,0
"Hi , where are you? We're at and they're not keen to extend out i kind of am but look i shouldn't so can we go out tomo, don't head do you?",legitimate,0,0,0
"Wait that's still not all that elucidate, were you not sure about me being sarcastic or that that's why x doesn't want to unrecorded with us",legitimate,0,0,0
i can do that! I want to please you both inside and outside the bedroom...,legitimate,0,0,0
Hi Harish's snag has been transfred to ur Acnt.,legitimate,0,0,0
I agree. So i can stop thinkin about ipad. prat you please ask macho the same question.,legitimate,0,0,0
Went to give rent. So i had to go to the bank to authorise the payment.,legitimate,0,0,0
Surely result will pass:),legitimate,0,0,0
"Maybe westshore or hyde park village, the lieu near my house?",legitimate,0,0,0
Yo sorry was in the shower swallow,legitimate,0,0,0
post me the new number,legitimate,0,0,0
Is that what time you want me to descend?,legitimate,0,0,0
How much u trying to puzzle?,legitimate,0,0,0
"She enjoin,'' do u mind if I blend into the bedroom for a minute ? '' ''OK'', i sed in a sexy mood. She came out 5 minuts latr wid a cake?",legitimate,0,0,0
"Er hello things didn‘t quite X to plan ?is limping slowly home succeed by aa and with exhaust hanging off""",legitimate,0,0,0
Hey what are you doing. Y no reply protoactinium..,legitimate,0,0,0
At WHAT TIME should i descend tomorrow,legitimate,0,0,0
HI BABE IM AT habitation NOW WANNA DO SOMETHING? XX,legitimate,0,0,0
"Dizzamn, aight I'll ask my suitemates when I get spine",legitimate,0,0,0
"Its Ur luck to Love individual. Its Ur fortune to Love the one who Loves U. But, its a miracle to dear a person who can't know anyone except U... Gud nyt...",legitimate,0,0,0
"Hey. What hap? U switch off ur cell d whole day. This isnt good. Now if u do care, throw me a call tomorrow.",legitimate,0,0,0
:( but your not here....,legitimate,0,0,0
Why de. You look good only:-)..,legitimate,0,0,0
"Oh yes, why is it like agony watching england?",legitimate,0,0,0
Happy birthday... Be happy ..retain smiling...,legitimate,0,0,0
