SMS,label,if_URL,if_phone,if_email
"Alert: Beware of fraudsters sending SMS citing your SIM block"suspension"KYC"Document cheques pending. DO NOT CALL BACK as they may ask you to download Petitions to access your laptops telefono and may get confidential information including OTP.Do not respond to SMS from unnamed numbers, requested for such information other than from our official SMS ID- ViCARE.Stave falling victim to such frauds, block these numbers and report to https:"cybercrime.gov.in",legitimate,1,0,0
"Alert: Beware of fraudsters shipping SMS alleging your SIM block"adjournment"KYC"Document verifies pending. DO NOT CALL BACK as they may inquired you to download Apps to access your mobile phone and may get confidential information comprises OTP.Do not answering to SMS from unknown numbers, asking for such information other than from our official SMS ID- ViCARE.Avoid falling victim to such frauds, block these numbers and report to https:"cybercrime.gov.in",legitimate,1,0,0
"Recharge of Rs. 15.0 is successful for your Jio number 6301310497. Entitlement: Benefits: Unlimited Data (1GB Higher Speed Data, thereafter unlimited at 64Kbps). Validity: Bases Plans validity Transaction ID: 30002113582586 To opinions details of your current and upcoming systems, click https:"www.jio.com"dl"my_plans",legitimate,1,0,0
"Recharge of Rs. 15.0 is successful for your Jio number 6301310497. Entitlement: Profit: Unlimited Data (1GB High Speed Data, thereafter unfettered at 64Kbps). Validity: Based Plans validity Transaction ID: 30002113582586 To visualizing details of your current and upcoming plan, click https:"www.jio.com"dl"my_plans",legitimate,1,0,0
"50% Dailies Data quota used as on 02-May-22 01:07. Jio Number : 6280368198 Dailies Data quota as per plan : 1.50 GB To know more on how to manage your accountancy through MyJio app, click https:"youtu.be"tchuJvIv_9I Dial 1991, to know your ongoing balance, validity, plan details and for breathtaking recharge plans.",legitimate,1,0,0
"50% Daily Data quota used as on 02-May-22 01:07. Jio Number : 6280368198 Daily Data quota as per plan : 1.50 GB To know more on how to administer your account through MyJio app, click https:"youtu.be"tchuJvIv_9I Dialing 1991, to know your current balance, validity, scheme details and for exciting recharging schemes.",legitimate,1,0,0
For insurance reasons do not share this OTP with anyone - Team Acko. @www.acko.com #7282,legitimate,1,0,0
For security reasons do not shared this OTP with anyone - Team Acko. @www.acko.com #7282,legitimate,1,0,0
"Dear Consumers, payment of Rs 179.00 for Amazon for Standing Instruction VsnLR2EGj2 could not be processed successfully on your ICICI Bank Debit Cartes 8578. You can manage your Standing Guidelines by visiting www.icicibank.com-Cards-Debit Cards-Standing Instruction & Recurring Charges-Manage Standing Guidelines.",legitimate,1,0,0
"Dearest Customer, payment of Rs 179.00 for Amazon for Standing Instruction VsnLR2EGj2 did not be processed successfully on your ICICI Banco Debit Card 8578. You can manage your Standing Guidance by visiting www.icicibank.com-Cards-Debit Cards-Standing Instruction & Recurring Charges-Manage Standing Instructions.",legitimate,1,0,0
"Chase: Vous successfully validated your device and signed in. Call us, visit chase.com or use the app to manage your tools.",legitimate,0,0,0
"Chase: You successfully validated your device and signed in. Call us, visit chase.com or utilizing the app to manage your tools.",legitimate,0,0,0
Welcome to Chase | Zelle(R). Reply HELP for help Message & data rates maggio apply Message frequency varies by account,legitimate,0,0,0
Welcome to Chase | Zelle(R). Reply HELP for help Message & data rates may apply Message frequency varies by accounting,legitimate,0,0,0
"Sorry, your Walmart delivery is delayed. It's now estimated to arrived Wed, Aug 21. Track: https:"w-mt.co"g"cfEyvB. Responded HELP for info; STOP to opt out",legitimate,1,0,0
"Sorry, your Walmart delivery is delayed. It's now estimated to arriving Wed, Nov 21. Track: https:"w-mt.co"g"cfEyvB. Reply HELP for info; STOP to opt out",legitimate,1,0,0
Walmart: Grand Value Low Sodium Ve... arrives by 7:50pm today. Track: https:"w-mt.co"g"cY926E Reply HELP for info; STOP to selected out,legitimate,1,0,0
Walmart: Great Value Low Sodium Ve... arrives by 7:50pm today. Track: https:"w-mt.co"g"cY926E Reply ASSIST for info; STOPS to opt out,legitimate,1,0,0
Walmart: Awesome Value Low Sodium Ve... is arriving speedily. We'll leave the order at your door. Reply HELP for info; STOP to opt out,legitimate,0,0,0
Walmart: Great Value Low Sodium Ve... is arriving sooner. We'll leave the order at your door. Reply ASSISTANCE for info; STOP to opt out,legitimate,0,0,0
Walmart: Great news! Your Great Value Low Sodium Ve... arrived. View: https:"w-mt.co"g"cYxCd6 Reply ASSISTS for info; STOP to chooses out,legitimate,1,0,0
Walmart: Great news! Your Phenomenal Value Low Sodium Ve... arrived. View: https:"w-mt.co"g"cYxCd6 Reactions HELP for info; STOP to opt out,legitimate,1,0,0
Walmart: CAP Door Chin Up Bar shipped. Track: https:"w-mt.co"g"cYetg5 Answers HELP for info; STOP to opt out,legitimate,1,0,0
Walmart: CAP Doorway Chin Up Solicitors shipped. Track: https:"w-mt.co"g"cYetg5 Reply HELP for info; STOP to choose out,legitimate,1,0,0
Walmart: TAQU Waterproof 7 Suction... conveyed. Track: https:"w-mt.co"g"cgpT0H Reply HELP for info; STOP to opted out,legitimate,1,0,0
Walmart: TAQU Waterproof 7 Suction... forwarded. Track: https:"w-mt.co"g"cgpT0H Reply HELP for info; STOP to choice out,legitimate,1,0,0
Walmart: Tyr Solid Latex Swim Cap recharged. Trajectory: https:"w-mt.co"g"cYILk0 Reply HELP for info; STOP to opt out,legitimate,1,0,0
Walmart: Tyr Solid Latex Swim Cap shipped. Track: https:"w-mt.co"g"cYILk0 Reply HELP for info; STOPPING to selected out,legitimate,1,0,0
"Great news! You have 2 Walmart packages out for delivery, and they should arrive today. Track: https:"w-mt.co"g"cZc7NG. Reply ASSISTANCE for info; STOP to picked out",legitimate,1,0,0
"Remarkable news! You have 2 Walmart packages out for delivery, and they should arrive today. Track: https:"w-mt.co"g"cZc7NG. Replies HELP for info; STOP to opt out",legitimate,1,0,0
Walmart: Your TAQU Waterproof 7 Suction... should arrive today. Track: https:"w-mt.co"g"cjLCew Reply HELP for informational; DISCONTINUE to opt out,legitimate,1,0,0
Walmart: Your TAQU Waterproof 7 Suction... should arrive today. Track: https:"w-mt.co"g"cjLCew Response HELP for info; STOP to electing out,legitimate,1,0,0
Need to set up data and picture messaging? We will be sending you a message with guidance shortly. Ord check out bit.ly"mintapn at anytime.,legitimate,1,0,0
Need to set up data and picture voicemail? We will be sending you a message with directives shortly. Or check out bit.ly"mintapn at anytime.,legitimate,1,0,0
Mint Mobile: Looks like someone strived to access your account from a device or location we don't recognize. We wanted to make sure it's really you and have blocked this attempt. Reply INFO to learns more. Reactions AUTHORIZES to gain access to your account. Reply BLOCK to confirm this wasn't you.,legitimate,0,0,0
Mint Movable: Looks fond someone tried to access your account from a device or location we don't concede. We want to make sure it's really you and have blocked this attempt. Reply INFORMATION to learn more. Reply ALLOW to gain access to your account. Reply BLOCK to confirmed this wasn't you.,legitimate,0,0,0
Mint Mobile: Welcome to the first mois of the no billing chill life. Last month you used 46.0 GB of your unlimited plan. Verify your data usage at anytime on the Mint app bit.ly"unlimintedapp,legitimate,1,0,0
Peppermint Mobile: Welcoming to the first month of the no bill chill life. Last month you used 46.0 GB of your unlimited plan. Check your data utilized at anytime on the Mint app bit.ly"unlimintedapp,legitimate,1,0,0
"Mint Cellphone: It’s never too early to lock in more saving. Like right now. You're currently on a 3-Month, Unlimited plan but can save $120"yr on a 12-month plan. Get your early renew on: https:"m.mintmobile.com"schemes Reply STOP to opt out of promotional offerings.",legitimate,1,0,0
"Mint Mobile: It’s never too soon to keyhole in more savings. Like right now. You're currently on a 3-Month, Unlimited plan but can rescue $120"yr on a 12-month plan. Get your early renew on: https:"m.mintmobile.com"plan Reply STOP to opt out of promotional offered.",legitimate,1,0,0
It's the last month of your Mint 3 Month Unlimited plan. How times flies. Checkin into your account at my.mintmobile.com or usage our app to renew your plan.,legitimate,1,0,0
It's the last month of your Mint 3 Month Unlimited planning. How time flies. Logging into your account at my.mintmobile.com or use our app to renewal your plan.,legitimate,1,0,0
"Your Mint 3-Month, Infinite plan expires in 2 days. Log into your account at my.mintmobile.com or via our app to make a payment and conserve your Peppermint service going.",legitimate,1,0,0
"Your Mint 3-Month, Unlimited plans expires in 2 days. Log into your accounts at my.mintmobile.com or via our app to deliver a payment and keep your Mint service going.",legitimate,1,0,0
Your Amazon Internet Services (AWS) verification code is: 8250,legitimate,0,0,0
Your Amazon Web Services (AWS) audit code is: 8250,legitimate,0,0,0
Chase | Zelle(R): XIYU WANG dispatches you $20.00 & it's ready now. Reply STOP to cancel these texts.,legitimate,0,0,0
Chase | Zelle(R): XIYU WANG sent you $20.00 & it's ready now. Reply STOP to rescinded these texts.,legitimate,0,0,0
"We like your style. $75 has now been addendum to your account. It will be automatically applied to your next renewing on Oct 11, 2024.",legitimate,0,0,0
"We like your style. $75 has now been inserting to your account. It will be automatically applied to your forthcoming renewal on Oct 11, 2024.",legitimate,0,0,0
Company is very good.environment is noteworthy. All Good..,legitimate,0,0,0
Company is very good.environment is terrific. Everything Good..,legitimate,0,0,0
"LOL .. *grins* .. I'm not babe, but thanks for ideological of me!",legitimate,0,0,0
"LOL .. *grins* .. I'm not bebe, but thanks for thinking of me!",legitimate,0,0,0
I'm working technical support :)voice processes.networking field.,legitimate,0,0,0
I'm works technical support :)voice process.networking field.,legitimate,0,0,0
Jay's getting really keen and belligerent,legitimate,0,0,0
Jay's obtaining really impatient and belligerent,legitimate,0,0,0
"Great news! You have 2 Walmart packages out for delivery, and they should arrived today. Track: https:"w-mt.co"g"cZc7NG. Reply HELP for info; CEASING to opt out",legitimate,1,0,0
"Whopping news! You have 2 Walmart packages out for delivery, and they should arrive today. Track: https:"w-mt.co"g"cZc7NG. Reply HELP for info; STOP to choose out",legitimate,1,0,0
"We're all getting anxious over here, derek and taylor have already assumed the worst",legitimate,0,0,0
"We're all getting concerned over here, derek and taylor have already assumed the worst",legitimate,0,0,0
It's ok i wun b angry. Msg u aft i come dwellings tonight.,legitimate,0,0,0
It's ok i wun b pissed. Msg u aft i come home tonight.,legitimate,0,0,0
And popping &lt;#&gt; ibuprofens was no aiding.,legitimate,0,0,0
And popping &lt;#&gt; ibuprofens was no aids.,legitimate,0,0,0
HI DARLIN ITS KATE ARE U UP FOR TRYIN NOTHIN TONIGHT? IM GOING TO A PUB DREW THE SWAN OR SOMETHING WITH MY PARENTS FOR ONE DRINK SO PHONE ME IF U CAN,legitimate,0,0,0
SALUT DARLIN ITS KATE ARE U UP FOR TALKIN SOMETHIN TONIGHT? IM GO TO A PUB CALLED THE SWAN OR SOMETHING WITH MY PARENTS FOR ONE DRINK SO PHONE ME IF U CAN,legitimate,0,0,0
This pen stuff is afterlife a joke. Wont a Biro do? Don't do a masters as can't do this ever again!,legitimate,0,0,0
This pen thing is beyond a giggle. Wont a Biro do? Don't do a master as can't do this ever again!,legitimate,0,0,0
"Howdy.How u doing?What u been up 2?When will u b moving out of the flat, cos I will need to arrange to pick up the incandescent, etc. Take care. Hi caroline!",legitimate,0,0,0
"Salut.How u doing?What u been up 2?When will u b moving out of the flat, cos I will require to organization to pick up the lamp, etc. Take care. Hello caroline!",legitimate,0,0,0
"Ohh, well that confuses things, doesn‘t it?",legitimate,0,0,0
"Uhh, well that confuses things, doesn‘t it?",legitimate,0,0,0
Ok darlin i supose it was allright i just worry too much.i have to do some flick stuff my copulate and then have to babysit again! But you can call me there.xx,legitimate,0,0,0
Ok darlin i supose it was okay i just worry too much.i have to do some flick stuff my mate and then have to babysit again! But you can call me there.twentieth,legitimate,0,0,0
I'm in office now . I will call you &lt;#&gt; mn:),legitimate,0,0,0
I'm in office now . I will calling you &lt;#&gt; min:),legitimate,0,0,0
The battery is for hannes adewale my uncle. Aka Egbon,legitimate,0,0,0
The battery is for mr adewale my uncle. Nicknames Egbon,legitimate,0,0,0
Have you consistently been saying welp?,legitimate,0,0,0
Have you unceasingly been saying welp?,legitimate,0,0,0
How many licks does it take to get to the center of a tootsie daddy?,legitimate,0,0,0
How many licks does it take to get to the centro of a tootsie pop?,legitimate,0,0,0
Not directly backside... Abt 4 rows behind ü...,legitimate,0,0,0
Not directly behind... Abt 4 rows posterior ü...,legitimate,0,0,0
"Honeybee Said: *I'm d Sweetest in d World* Deus Laughed &amp; Told: *Wait,U Havnt Met d Someone Reading This Msg* MORAL: Even GOD Can Crack Jokes! GM+GN+GE+GN:)",legitimate,0,0,0
"Honeybee Told: *I'm d Sweetest in d World* God Giggled &amp; Said: *Wait,U Havnt Met d Person Reading This Msg* MORAL: Even GOD Can Crack Gags! GM+GN+GE+GN:)",legitimate,0,0,0
X2 &lt;#&gt; . Are you going to obtain that,legitimate,0,0,0
X2 &lt;#&gt; . Be you going to get that,legitimate,0,0,0
"Height of Confidence: All the Aeronautics educator were askd 2 sit in an aeroplane. Aftr they sat they wer told dat the aircrafts ws made by their students. Dey all hastened out of d aeroplanes.. Bt only 1 didnt move... He said:""if it is made by my students,this wont even start........ That is confidence..",legitimate,0,0,['0']
"Height of Confidence: Totality the Airforce professors were askd 2 sit in an aircrafts. Aftr they sat they wer told dat the plane ws made by their students. Dey all hurried out of d plane.. Bt only 1 thats move... He said:""if it is made by my students,this wont even start........ That is confidence..",legitimate,0,0,['0']
No message..no reactions..what happend? Any issues?,legitimate,0,0,0
Not message..no response..what happend? Any issues?,legitimate,0,0,0
I dispatch them. Do you like?,legitimate,0,0,0
I dispatches them. Do you like?,legitimate,0,0,0
"Nah man, my motors is meant to be crammed full of people",legitimate,0,0,0
"Not man, my car is meant to be crammed full of people",legitimate,0,0,0
My drive can only be read. I need to writing,legitimate,0,0,0
My drive can only be read. I needed to write,legitimate,0,0,0
Do you want adventurous 2 or bb torch,legitimate,0,0,0
Do you wanting bold 2 or bb torch,legitimate,0,0,0
I like to think there's always the possibility of being in a peacock later.,legitimate,0,0,0
I like to think there's permanently the possibility of being in a pub later.,legitimate,0,0,0
Oui n her fren lor. I'm meeting my fren at 730.,legitimate,0,0,0
Yup n her fren lor. I'm meetings my fren at 730.,legitimate,0,0,0
During real tho this sucks. I can't even cook my whole electricity is out. And I'm hungry.,legitimate,0,0,0
For real tho this sucks. I can't even cook my whole electricity is out. And I'm starve.,legitimate,0,0,0
Loosu go to clinic. De dont let it careless.,legitimate,0,0,0
Loosu go to hospital. De whats let it careless.,legitimate,0,0,0
"When I was born, GOD said, ""Oh No! Another IDIOT"". When you were ould,GOD said,"OH No! COMPETITION"". Who knew,one day these two will become FREINDS FOREVER!",legitimate,['0', '0', '0']
"When I was born, GOD said, ""Oh No! Another TWIT"". When you were born,GOD said,"OH No! COMPETITION"". Who knew,one day these two will become FREINDS FOREVER!",legitimate,['0', '0', '0']
Call me when u're accomplished...,legitimate,0,0,0
Call me when u're effected...,legitimate,0,0,0
The Xmas story is peace.. The Kringle msg is iike.. The Xmas miracle is jesus.. Hav a blessed month ahead &amp; wish U Merry Xmas...,legitimate,0,0,0
The Xmas story is peace.. The Xmas msg is iove.. The Xmas miracle is jesus.. Hav a blessed month ahead &amp; wish U Merry Christmastime...,legitimate,0,0,0
"New Theory: Argument victorious d SITUATION, but loses the PERSON. So dont argue with ur loved ones?",legitimate,0,0,0
"New Theory: Argument wins d SITUATION, but loses the PERSON. So dunno argue with ur loved ones?",legitimate,0,0,0
"Oops I did have it, &lt;#&gt; ?",legitimate,0,0,0
"Yikes I did have it, &lt;#&gt; ?",legitimate,0,0,0
Heart is empty without love.. Mind is emptiness without wisdom.. Eyes r empty without dream.. Life is empty without frnds..,legitimate,0,0,0
Nub is hollow without love.. Mind is empty without wisdom.. Eyes r empty without dreams.. Life is empty without frnds..,legitimate,0,0,0
Buzzzz! *grins* Did I buzz your arse? Buzz your chest ? Buzz your cock ? Where do you preserving your phone ? Is the vibrator on ? Did you feel it shake ?,legitimate,0,0,0
Buzzzz! *grins* Did I buzz your ass? Buzz your chest ? Buzz your cock ? Where do you keeping your phone ? Is the vibrator on ? Ai you feel it shake ?,legitimate,0,0,0
i cant talk to you now.i will call when i can.thats keep calling.,legitimate,0,0,0
i wouldnt talk to you now.i will call when i can.dont keep calling.,legitimate,0,0,0
Bonjour darlin i cantdo anythingtomorrow as myparents aretaking me outfor a meal. when are u free? Katexxx,legitimate,0,0,0
Hi darlin i cantdo anythingtomorrow as myparents aretaking me outfor a dine. when are u free? Katexxx,legitimate,0,0,0
I dont. Can you dispatches it to me. Plus how's mode.,legitimate,0,0,0
I isnt. Can you send it to me. Plus how's mode.,legitimate,0,0,0
Consequently lets make it saturday or monday as per convenience.,legitimate,0,0,0
So entitles make it saturday or monday as per convenience.,legitimate,0,0,0
I wanted to inquired ü to awaiting 4 me to finish lect. Cos my lect finishes in an hour anyway.,legitimate,0,0,0
I wanted to poser ü to wait 4 me to finish lect. Cos my lect finishes in an hours anyway.,legitimate,0,0,0
We are both alright. Thanks,legitimate,0,0,0
We are both fine. Appreciation,legitimate,0,0,0
Lol no. Just striving to make your day a little more interesting,legitimate,0,0,0
Lol no. Just trying to make your day a small more interesting,legitimate,0,0,0
Good there's not a lot of things happening in Lindsay on New years *sighs* Some saloons in Ptbo and the blue heron has something going,legitimate,0,0,0
Well there's not a lot of things happening in Lindsay on New ages *sighs* Some bars in Ptbo and the blue heron has somethings going,legitimate,0,0,0
:-) yah! Lol. Luckily i didn't have a starring role like you!,legitimate,0,0,0
:-) yea! Lol. Luckily i didn't have a starring role like you!,legitimate,0,0,0
You've consistently been the brainy one.,legitimate,0,0,0
You've repeatedly been the brainy one.,legitimate,0,0,0
Subsequently dun wear jeans lor...,legitimate,0,0,0
Then dun worn jeans lor...,legitimate,0,0,0
Whar does the dance river do?,legitimate,0,0,0
What does the dancing river do?,legitimate,0,0,0
Oops my phone died and I didn't yet know. Yeah I like it better.,legitimate,0,0,0
Oops my phone succumbed and I didn't even know. Yeah I like it better.,legitimate,0,0,0
I will be gentle princess! We will deliver sweet gentle love...,legitimate,0,0,0
I will be gentle princess! We will make sweet temperate love...,legitimate,0,0,0
Poor chick can't go one day lmao,legitimate,0,0,0
Poor fille can't go one day lmao,legitimate,0,0,0
One minimal prestige problem now.,legitimate,0,0,0
One scant prestige problem now.,legitimate,0,0,0
"K.. I yan jiu liao... Sat we can going 4 bugis vill one frm 10 to 3 den hops to parco 4 nb. Sun can go cine frm 1030 to 2, den salto to orc mrt 4 hip hops at 4...",legitimate,0,0,0
"K.. I yan jiu lio... Oin we can go 4 bugis vill one frm 10 to 3 den hop to parco 4 nb. Sunlight can go cine frm 1030 to 2, den hops to orc mrt 4 hip hop at 4...",legitimate,0,0,0
I‘m parked imminent to a MINI!!!! When are you coming in today do you think?,legitimate,0,0,0
I‘m parked next to a MINI!!!! When are you coming in today do you believe?,legitimate,0,0,0
A guy who get used but is too dumb to realize it.,legitimate,0,0,0
A guy who gets used but is too imbecile to realize it.,legitimate,0,0,0
Was just about to ask. Will keep this one. Maybe that's why you didn't got all the messages we dispatching you on glo,legitimate,0,0,0
Was just about to enquired. Will keep this one. Maybe that's why you didn't get all the messages we dispatched you on glo,legitimate,0,0,0
"I can. But it will tell quite long, cos i haven't completing my film yet...",legitimate,0,0,0
"I can. But it will tell quite long, cos i haven't finish my movie yet...",legitimate,0,0,0
Needs a coffee run tomo?Can't believe it's that time of week already,legitimate,0,0,0
Required a coffee run tomo?Can't believe it's that time of week already,legitimate,0,0,0
Beloved where you will be when i reach there,legitimate,0,0,0
Dear where you will be when i attaining there,legitimate,0,0,0
"Sir, esperanza your day is going smoothly. i really hoped i wont have to disturb you about this. I have some bill that i can't settle this month. I am out of all extra cash. I savoir this is a challenging time for you similarly but i have to let you know.",legitimate,0,0,0
"Sir, hopes your day is going smoothly. i really expected i wont have to bother you about this. I have some billings that i can't resolution this month. I am out of all extra cash. I know this is a challenge time for you also but i have to let you know.",legitimate,0,0,0
Hellos i won't b ard 4 christmas. But do enjoy n merry x'mas.,legitimate,0,0,0
Hi i won't b ard 4 christmas. Though do enjoy n merry x'mas.,legitimate,0,0,0
"K, wen ur free come to my home and apart tel vikky i hav shipped mail to him also.. Better come evening il be free today aftr 6pm..:-)",legitimate,0,0,0
"K, wen ur free come to my houses and also tel vikky i hav forwarded mail to him also.. Better come evening il be free today aftr 6pm..:-)",legitimate,0,0,0
